,,,,,Label,S4.1 L,S4.2 L,S4.3 L,S4.4 L,S4.5 L,S4.6 L,SR.1 L,SR.2 L,SR.3 L,SR.4 L,SR.5 L,SR.6 L,S30.1 L,S30.2 L,S30.3 L,S30.4 L,S30.5 L,S30.6 L,PR.1 L,PR.2 L,PR.3 L,PR.4 L,PR.5 L,PR.6 L,P4..1 L,P4.2 L,P4.3 L,P4..4 L,P4..5 L,P4.6 L,P30.1 L,P30.2 L,P30.3 L,P30.4 L,P30.5 L,P30.6 L,TR.1 L,TR.2 L,TR.3 L,TR.4 L,TR.5 L,TR.6 L,T4.1 L,T4.2 L,T4.3 L,T4..4 L,T4..5 L,T4.6 L,T30.1 L,T30.2 L,T30.3 L,T30.4 L,T30.5 L,T30.6 L,Biorec001,Biorec002,Biorec003,Biorec004,Biorec005,Biorec006,Biorec007,PoolQC001,PoolQC002,PoolQC003,PoolQC004,PoolQC005,PoolQC006,PoolQC007
10.07_941.70_10.08_925.73_10.07_920.77,TG 56:8 Isomer B ,[M+K]+_[M+Na]+_[M+NH4]+,UBGUHMDKBGQUND-VPFWBQFRSA-N,941.7031_925.7296_920.7742,10.0756666666667,2251317,1138873,1862049,1771953,889850,585781,841909,435173,842689,2690020,601660,1822969,2112972,1648063,2432977,2924024,1578930,942380,1916716,294623,937550,846229,2386377,1256956,1048306,1223694,2792345,454999,1090633,467350,2821262,764505,813085,1292993,691447,447448,802860,416054,670701,1847444,448020,404655,433725,700651,2570523,914711,1750591,2113216,624773,1150640,1144962,512284,1161287,1450561,41927,42274,46141,42050,40769,41793,38622,1529687,1585508,1555532,1579044,1621006,1593159,1557704
9.79_920.77,TG 56:8|TG 18:1_18:3_20:4,[M+NH4]+,,920.7706,9.793,597249,417965,244889,233646,164028,208316,189243,57741,141513,394442,71231,244657,434099,152991,279666,616655,296365,71071,345909,64255,107282,100303,202190,131015,136663,116680,352744,36789,158362,87135,264673,88886,58037,140268,97238,55036,74823,27747,56426,170738,38894,39737,46768,71134,151971,68584,112278,168651,73425,90137,75698,66875,86190,119274,2318,2220,2684,2406,2236,2145,2010,172217,174577,176709,178563,181951,179485,178387
9.62_939.69_9.56_923.71_9.61_918.76,TG 56:9 ,[M+K]+_[M+Na]+_[M+NH4]+,HTODETRMAVZETG-GOCHBVGNSA-N,939.6857_923.7123_918.7554,9.59633333333333,928745,904590,479431,602167,437595,389030,304450,165825,361698,792084,205634,627659,629775,392515,576592,956599,438795,217869,791677,125459,314997,255820,576383,295891,339549,327913,1025457,133490,409439,226436,586681,232445,195938,361720,258610,133416,268365,113536,236768,605874,143591,174967,182009,274353,523163,256531,399926,572837,211034,298287,272672,185319,305717,390227,8132,7467,8642,7139,7844,6862,6677,470137,476731,482881,432944,488245,474256,477902
9.72_918.76,TG 56:9|TG 16:0_18:3_22:6,[M+NH4]+,AWKZRMLSPPFBRT-XVRYQBSVNA-N,918.7572,9.716,1164577,643723,586023,530915,308101,318169,283327,136454,282105,730115,171600,599815,900909,429944,670340,1131746,579389,216424,763244,79808,252825,271544,650432,404561,401486,357796,880513,88748,379077,117751,940732,243537,178733,365367,220222,150389,176631,63738,130378,466185,97036,86105,91046,174772,524506,196126,351562,591830,171324,229541,262455,144039,249301,406381,3500,3241,4554,2961,3017,2370,2641,433812,439060,435861,444214,451181,441463,440650
12.03_953.85_12.03_948.90,TG 57:1 ,[M+Na]+_[M+NH4]+,QLQFCWUGYPUXFE-MKFPQRGTSA-N,953.8525_948.898,12.033,19152,8948,12235,8932,6695,9053,14571,4584,8540,13622,6519,7376,7866,9904,14677,9653,9824,6187,7615,2794,6564,7218,7389,8049,4970,6221,2903,5446,5671,4162,8102,7430,9115,6341,10639,7163,2705,2238,3171,5813,2542,2891,2576,3549,6330,5367,9380,4373,4653,5547,3949,4023,6713,4071,2625,2690,3247,3361,2402,2733,2854,6632,8297,8755,9071,9530,8416,8459
11.91_951.83_11.92_946.89,TG 57:2 ,[M+Na]+_[M+NH4]+,OQPANTOJGGHRCB-OEIGHXOUSA-N,951.8347_946.8855,11.913,112235,59274,84447,67287,42544,42713,64239,17530,44104,117405,34267,51405,37975,56956,83922,95236,66843,34337,67890,13382,38541,40438,55659,44613,37244,39875,23365,17664,47458,23583,81725,35363,48397,54083,51098,29625,18157,12539,21471,31816,14882,17952,16154,21122,45048,33649,45564,40012,27128,41339,26117,21183,44382,29598,4118,4862,5420,4786,4429,4245,4294,52828,58252,54719,60918,60530,55246,55684
11.71_944.86,TG 57:3|TG 21:0_18:1_18:2,[M+NH4]+,XKWTZMNXXIXWRE-FJJHRSLENA-N,944.8647,11.705,20114,10893,16286,12077,8536,8051,13640,3600,8812,23759,6995,11233,10896,10748,18814,19743,13138,6775,11163,3241,6783,6498,10335,7462,6431,7312,6616,3412,8192,6626,13889,5687,8097,8823,7349,5051,3951,2839,4708,7286,3339,3354,3796,4606,9026,5491,8407,7718,5443,7833,5249,4236,7560,6081,1093,982,1215,958,1029,862,898,10002,9960,9535,11038,10690,9824,9439
12.14_964.93,TG 58:0 ,[M+NH4]+ ,,964.9274,12.14,3187,610,1046,420,251,1268,2318,1533,1045,517,770,324,2338,482,799,658,1597,418,446,545,459,643,1857,771,299,514,193,3729,320,491,338,562,523,349,1146,1101,226,567,363,783,440,513,631,459,336,431,1902,373,408,368,242,455,384,829,1412,1447,2590,1364,1569,1319,1388,463,495,1268,548,638,393,345
12.08_967.87_12.04_962.91,TG 58:1 ,[M+Na]+_[M+NH4]+,OWZMHFAFGQCCNI-FBXRAONGSA-N,967.8654_962.9114,12.0565,10041,10446,13600,10001,3512,10350,17954,6610,4744,13589,8268,8669,9177,11742,18445,9966,3592,7739,9667,1587,7479,3136,11113,9547,5457,6695,1572,7457,5686,5542,8410,3004,3239,7285,12977,3074,3078,1536,3173,6929,2596,3362,2822,3719,3338,2646,14044,5010,5358,5703,5149,4988,7210,1935,7331,3483,5582,5782,7643,12437,5028,3480,9102,3919,10245,10686,10120,3925
9.72_965.70_9.73_949.73_9.72_944.77,TG 58:10 ,[M+K]+_[M+Na]+_[M+NH4]+,GXWBCAVCOMAOHT-VMCJOIRWSA-N,965.7029_949.7286_944.7734,9.72533333333333,2213021,1352819,1410326,1205885,609808,749455,730569,316126,608628,1707113,452680,1276363,3055321,1019950,2016718,2307015,1318622,536343,1273533,238505,521323,496743,1085961,684388,644136,635205,1513375,228430,721727,268823,1428231,468443,376118,681560,481704,275943,394745,173651,300484,856693,244186,214670,236867,362031,1025059,388466,683668,973458,303877,483469,533636,257026,508642,791888,13596,13402,15516,13333,12883,12903,12476,870850,868392,852979,892087,913002,898046,891292
9.94_944.77,TG 58:10|TG 18:2_18:3_22:5,[M+NH4]+,VNENVWDUOMPKJV-IYEGKDKQNA-N,944.7716,9.939,121622,174692,80396,100639,59257,51483,41700,36078,68368,244850,33687,152799,270566,81462,202922,215169,102959,72819,182063,20817,67716,44119,158995,49032,74345,82312,279872,33406,82013,29254,128957,42880,29482,63411,40136,27724,46961,24073,38614,150406,27761,24864,32869,54965,120729,49003,105274,150120,35309,56099,57207,31644,58622,78968,2011,2026,2373,1897,1923,1831,1855,97710,100171,97654,99656,102726,98876,93916
9.59_942.76,TG 58:11|TG 16:0_20:5_22:6,[M+NH4]+,UZFNMPJCAIVEGV-RJPYUBGTNA-N,942.7559,9.588,235882,415480,208571,221532,126877,110698,98218,91526,158571,434480,73834,356564,665072,189332,542540,369535,218415,149295,345398,39163,139247,95128,330833,114723,149147,179778,581413,81916,153857,56633,283581,86557,74785,133541,75840,56201,141926,58051,95839,327460,74786,61001,78638,130432,306191,112435,238741,355535,76598,134181,139866,74560,132660,191856,1142,944,2045,713,729,588,503,208337,208712,213693,198690,216136,213433,216584
9.44_947.71_9.44_942.76,TG 58:11|TG 18:1_18:4_22:6,[M+Na]+_[M+NH4]+,KFHZZVYZUWJKQG-AKVHXXBKNA-N,947.7131_942.7567,9.4365,272387,310545,175739,252775,192102,147740,115792,86317,213076,470342,86116,406168,305148,219374,337987,433859,224132,147889,383384,54683,184861,106125,331782,112332,158675,180357,595706,69525,196017,77456,245740,106715,76447,153933,115056,65104,134489,56262,118599,372226,86928,82358,82072,162821,233471,126821,239419,306440,83165,124707,129263,67741,155926,192596,2255,1295,2641,1554,781,902,1250,231928,230898,235232,233070,234958,237526,233797
9.31_947.71_9.31_942.76,TG 58:11|TG 18:2_18:3_22:6,[M+Na]+_[M+NH4]+,CCWQXSQVMPACON-FVAAANTBNA-N,947.7124_942.7563,9.3115,643990,328172,444720,318591,202963,227390,323055,136241,236206,494225,168487,438042,1158589,311073,705214,633442,399277,157236,262457,50624,116300,126581,241505,207946,149705,178738,301910,86345,141301,62093,402750,128573,109657,149847,106229,90062,127613,52653,93763,212660,65433,58013,72920,118463,292996,96054,187143,270685,98175,138426,179063,88180,136166,293293,2264,1070,2024,841,1693,419,266,240437,240061,243132,240386,246575,244666,242776
8.99_945.70_8.91_940.74,TG 58:12|TG 18:2_18:4_22:6,[M+Na]+_[M+NH4]+,UYCDWUDKTDWXHB-UFVUDKSYNA-N,945.6969_940.7418,8.949,225821,150210,125307,106744,71854,111417,104831,47528,90035,147195,50244,138959,321014,85283,177786,181458,123601,47269,100568,20907,40495,46224,72002,67255,57153,59715,101137,26334,50829,21258,127017,47633,29425,48432,40806,31434,38428,13485,27019,68697,21830,20182,21919,40251,81935,30360,52204,87480,32247,41880,50298,30105,43481,86237,310,13,285,12,12,11,74,77882,77282,77266,78924,79896,79630,77969
8.57_938.73_8.57_943.68,TG 58:13|TG 18:3_18:4_22:6,[M+NH4]+_[M+Na]+,OELFERGWIYEASK-HUSWVJBHNA-N,938.7264_943.6812,8.575,86555,102964,49286,55678,49979,58589,45990,29896,60340,86648,27334,92803,106254,44624,90503,82071,60615,26078,55713,10694,23601,21275,35825,27348,29056,32787,71691,17249,28671,12038,52593,22636,13097,23125,20048,16855,25622,7837,17009,49100,14331,13414,13827,28177,39498,17422,30053,52501,16329,21853,25665,17882,23131,44732,39,8,242,8,7,7,7,40915,42225,40455,41943,42526,42090,42886
8.23_936.71,TG 58:14|TG 18:4_18:4_22:6,[M+NH4]+,DCTZSWXMVVFPRJ-RWLTYNCFNA-N,936.7112,8.23,6654,8965,4168,6879,8862,5825,4228,4531,11552,14699,3135,16944,7472,6773,10543,8908,6390,3589,8664,1444,4600,3346,5788,3400,4070,4491,13532,3668,4613,2019,7135,3130,1843,3468,2885,2568,4083,1488,3330,9947,2542,2029,2124,6493,6523,3047,5640,9293,3087,3232,3351,2240,3459,6201,3,62,7,3,89,3,77,6568,6530,6141,6308,6420,6303,6523
11.98_981.82_11.98_965.85_11.97_960.90,TG 58:2 ,[M+K]+_[M+Na]+_[M+NH4]+,NFQQJRGJJVQGAV-MEADVOAOSA-N,981.8234_965.8533_960.8975,11.9753333333333,263470,129612,193993,157224,95185,77509,139504,38721,98997,289239,78797,123902,79557,143583,215086,191262,155910,94202,160453,30964,105718,91363,136618,98887,80057,104117,50901,32857,111531,58252,200063,84018,125755,121761,119952,61148,42756,29169,47372,104416,32531,43264,35660,57287,133089,86792,113689,109950,63463,94822,72982,49029,121709,68406,34313,34047,39097,35579,35511,33680,32687,121458,147427,141567,162699,169610,147503,139188
11.82_979.81_11.82_963.84_11.82_958.88,TG 58:3 ,[M+K]+_[M+Na]+_[M+NH4]+,RFMSTHTUAZETPD-JJPHLYBUSA-N,979.808_963.8376_958.8825,11.8213333333333,368598,137201,234318,196209,102280,70771,130900,34612,81999,363019,85649,124139,92447,153789,236472,360562,171559,98286,172096,30173,102943,88929,225169,90281,85594,98022,103906,29188,131919,62991,239931,78445,123577,168527,117476,54528,48187,31139,56443,110090,37540,42822,36423,52711,155908,91121,144603,118327,63398,109320,82686,46968,140333,78159,13324,13471,15661,13956,14651,13599,13674,143757,154497,155739,169212,172489,150212,148313
11.25_959.81_11.23_954.85,TG 58:5 ,[M+Na]+ _[M+NH4]+ ,,959.8058_954.8508,11.2395,321339,121688,178426,146839,97060,74423,120975,31281,75795,278023,68001,127384,111540,113341,177987,318599,159215,74454,140096,27567,60732,60447,131344,78462,64340,69824,94172,25897,87932,55130,192438,54582,65674,102911,67885,38766,36834,23993,46455,92723,29474,30521,33327,47890,123006,53139,96705,93191,52410,88323,65918,39007,72208,82531,4980,4295,4814,5157,4573,4289,4389,111443,114358,112709,119630,120016,113278,111432
11.04_973.76_11.04_957.79_10.97_952.83,TG 58:6 ,[M+K]+_[M+Na]+_[M+NH4]+,GSNFRUMSEHHPSY-LCXCSEBNSA-N,973.7636_957.7906_952.8315,11.0133333333333,236936,153293,141062,121037,71606,70225,80644,28616,69305,231809,46690,110368,164092,92966,168533,247535,127553,72738,215970,53797,101074,78264,185589,74142,103756,103002,204626,31712,139444,87223,177411,71092,66080,119698,84318,43304,49482,31806,56884,157789,35907,41049,44663,65924,117557,72481,115543,127457,50923,67115,58753,39555,86603,83312,9656,9124,9893,9766,10224,9987,9671,127872,132262,123697,136517,140220,131877,126504
10.89_950.82,TG 58:7|TG 18:0_18:1_22:6,[M+NH4]+,GPPIWOJDFFGJMA-GYGDYXAYNA-N,950.8189,10.894,1617610,711981,867747,695237,252850,234881,197642,89401,207247,1099340,170802,468885,1006182,498228,1080463,1559871,732241,339185,1080872,120000,493583,356504,1372737,338693,539470,472109,1215711,94856,756711,204846,1191646,307553,277979,756390,375513,148216,177899,97173,171149,733508,138756,126988,129743,192189,705222,313132,613437,780277,180569,328049,282158,123665,455494,353558,6193,5747,7427,6239,5393,5698,5019,646767,670989,663529,693839,696862,668466,678909
10.64_950.82,TG 58:7|TG 18:1_18:1_22:5,[M+NH4]+,XSJRKDQVEHTWNV-WUYULJGMNA-N,950.8184,10.645,341162,295997,195986,226309,106737,113248,85542,36682,90301,485751,62350,217333,282677,151040,244644,509653,244667,122626,522247,87440,212007,126990,446656,112984,207661,181152,687646,40623,324091,176790,310750,106033,83907,225957,131263,52887,95859,58302,107355,393776,65835,71628,88619,111487,193968,122226,231855,272407,70032,102648,89821,51769,147224,131065,7683,7420,7810,7982,7181,7260,7258,240905,247213,242119,251716,250566,245747,244898
10.50_969.73_10.50_953.76_10.48_948.80,TG 58:8 ,[M+K]+_[M+Na]+_[M+NH4]+,KWIGMCRWEINBIR-HUPVKWKYSA-N,969.7296_953.7582_948.8037,10.4933333333333,3101211,2436226,2583847,2711530,1047646,932257,667290,343468,862084,3544662,634218,1957701,3569847,2012119,3420716,3838731,2247700,1515711,3044683,622760,2105007,1349728,3612973,1203387,1838490,1826469,4004160,304025,2693607,1022932,2816689,1214715,1064046,2476982,1575396,487284,847409,530990,917148,3050934,677464,611914,607136,911093,2231797,1432319,2407695,2663521,689854,1233580,1157119,455188,1999941,1397862,32844,28525,30432,31058,30031,29419,28540,2442964,2509493,2488116,2589023,2553472,2514549,2513580
10.28_948.80,TG 58:8|TG 18:1_18:2_22:5,[M+NH4]+,ZMFFWUOLHWWCNZ-PSVMOQGVNA-N,948.8022,10.277,288859,198108,189828,188030,100530,98106,107340,39501,91150,418313,65238,218171,342788,147153,268899,402197,219091,92182,276254,42046,104810,88176,266722,114712,117751,118648,336419,41029,147640,75305,257576,73260,66072,139681,71683,42858,94515,44131,79329,211536,44644,47478,63376,75215,198816,85916,167411,191253,61082,94473,86662,49307,102746,115497,4916,4672,4952,4809,4534,4474,4694,161395,168864,166047,171462,173769,171790,170530
10.11_967.72_10.11_951.74_10.10_946.79,TG 58:9 ,[M+K]+_[M+Na]+_[M+NH4]+,RVXFSLZMZOFGEQ-SWIIBWKZSA-N,967.7164_951.7433_946.7881,10.1046666666667,2660227,1241630,2217280,2020065,841645,659028,868662,402961,819852,3205065,685508,1868340,3676638,1819616,3515505,3488223,1907509,1015485,1631749,236760,819100,721122,2253133,998916,811736,1022361,2322631,357634,984109,371343,2432413,684881,739486,1218542,661745,376040,668123,362645,571188,1440450,383289,358868,385017,542950,2127093,741037,1504456,1673639,486588,953686,954253,375660,1097552,1181967,24115,22738,28429,23030,22358,22935,21478,1441917,1481824,1451319,1497119,1515944,1496017,1492456
12.03_979.87_12.03_974.91,TG 59:2 ,[M+Na]+_[M+NH4]+,ONQVFVNCAXIZPA-OEIGHXOUSA-N,979.8668_974.9121,12.032,16466,9639,13005,10644,7087,6859,11711,3600,7891,17617,6312,8122,7642,9473,14789,13280,10494,5696,8785,2275,6105,6051,7423,6711,5271,5880,3423,3924,7366,3977,10630,5815,7526,7553,9741,4328,3002,2361,3702,5020,2766,3061,2787,3751,6256,5263,7006,5436,4143,6549,4130,3724,6953,4195,2265,2283,3126,2797,2220,2452,2242,7582,8218,8780,9261,9232,7956,8253
11.92_977.85_11.93_972.90,TG 59:3 ,[M+Na]+_[M+NH4]+,GFWCWSZOZVIVJH-ZIURWEIWSA-N,977.851_972.8976,11.921,40833,23296,33039,26042,17945,15767,28915,7961,18262,52772,15076,22599,16475,23498,39215,38815,27121,13359,20348,4731,13038,13203,18235,15177,11087,13236,7866,7871,16284,9092,27617,11652,17199,17939,16435,9756,7160,5239,8757,11801,6048,6749,5992,9076,17732,11412,15604,14476,10057,16129,10396,7666,16122,10849,2442,2748,3405,2743,2653,2677,2623,19682,20205,20160,21483,22202,19778,18920
10.08_975.74_10.08_970.79,TG 60:11 ,[M+Na]+ _[M+NH4]+ ,,975.7412_970.7868,10.084,188880,256538,156743,115289,53502,65860,55335,37752,60144,229814,42823,145136,531827,93383,444466,183903,152924,88445,161562,27703,84632,48027,181486,52704,78189,93625,222201,40065,85583,29485,148962,50002,43100,83866,47153,29084,58260,25925,38729,144949,32517,29037,36418,55505,141619,51522,116269,161241,37999,64649,66188,30562,69116,84296,780,742,985,673,506,740,688,116278,117866,118796,121449,123037,120323,119741
9.79_970.79,TG 60:11|TG 18:1_20:4_22:6,[M+NH4]+,YDCWNPRKDZMBHL-HLTHBUFLNA-N,970.7867,9.788,231588,351547,177018,122954,69068,109566,82074,45520,77590,314199,48512,201596,1006274,125008,378031,274541,194573,75905,178863,28528,70240,45868,146684,62737,70550,82426,268477,40675,85386,39058,147394,43085,34735,66081,42213,28058,59034,26561,44358,148759,32930,30644,41438,55137,139847,46513,105134,151094,35643,51660,58923,31942,57930,84812,965,611,1049,762,754,548,745,110754,111642,111137,111258,113932,113375,111407
9.75_968.77,TG 60:12|TG 16:0_22:6_22:6,[M+NH4]+,VLEDHTUUVAXNOJ-QPPLYHLQNA-N,968.7718,9.753,202722,121135,211561,182024,89522,72589,85699,70702,92424,414773,72862,275507,708543,221103,554182,429263,227563,141858,220000,28640,106954,75343,299012,108216,117298,156231,374937,70127,115525,37866,347515,82439,69782,127013,68159,49957,102075,47549,69549,238181,56785,45125,55468,90396,333636,93184,214938,320646,65098,110469,140992,57296,118931,173055,998,1043,1579,839,716,708,641,174924,178929,176830,182286,183990,184218,184093
9.60_968.77,TG 60:12|TG 18:1_20:5_22:6,[M+NH4]+,NZLVRFDQKNFKNY-FKNBEOGKNA-N,968.7723,9.604,348320,633112,322031,330622,152109,173238,122315,88069,168655,646161,108119,439323,1290748,244083,938425,534104,347956,202964,464257,60501,203242,102800,447375,102366,166363,208613,898628,67604,238231,73205,288809,107619,87748,176770,104660,57215,160391,65146,118947,422606,88330,78512,90414,143605,302929,134916,292938,378847,76907,132055,140154,64371,169495,189962,1484,1592,2137,1457,1395,1332,1161,272730,279882,279169,267863,286505,276876,285991
9.17_966.76_9.17_971.71,TG 60:13|TG 18:2_20:5_22:6,[M+NH4]+_[M+Na]+,GKGVYCDLFAHWTQ-WBRURSTNNA-N,966.7572_971.7126,9.1735,176762,237809,196606,168736,86625,101668,127209,83096,119051,331742,92492,239076,895734,145258,640658,205746,190543,96682,112492,20578,57848,48451,120120,76075,53306,78643,171292,70308,58615,25863,128460,46381,49199,59966,37180,34230,89803,37457,55929,114964,39849,33546,49102,64942,171477,54062,115889,133486,42915,77582,86282,41562,70017,115512,747,489,1432,502,828,468,438,119119,119784,119352,118682,121207,119908,121063
8.77_964.74_8.77_969.70,TG 60:14|TG 18:3_20:5_22:6,[M+NH4]+_[M+Na]+,BYCBKXBTODCCRE-JZIGFMIPNA-N,964.7424_969.6966,8.7675,103677,186551,84328,65980,44708,84317,67146,47725,58054,111931,45061,108573,486682,53311,240432,87547,89781,36086,58118,14704,28174,21547,37893,27240,28383,32797,75813,23034,31661,15040,45290,21569,15669,23393,18683,16937,34401,12563,20737,51005,19516,15172,21532,28586,43360,19543,33229,56369,17310,22159,28012,18811,21761,42549,206,159,317,172,85,78,95,50603,50154,51296,51326,51536,51144,51373
8.43_962.73,TG 60:15|TG 18:4_20:5_22:6,[M+NH4]+,YACQWROQNKVBSO-YADGNSKGNA-N,962.7253,8.43,10812,24031,8707,14582,12867,11550,8010,8702,21927,28741,6685,33480,32254,12612,35685,15666,12940,8217,15124,2280,7539,5091,10983,5708,7083,8325,25831,7186,8047,3563,8999,5137,3054,4967,3823,3497,7621,2645,5887,15326,4549,3764,4683,9505,11115,5383,9941,15048,3792,4816,5258,3156,5112,8745,3,4,126,4,3,75,3,11177,11446,11307,11042,10915,10927,11084
12.07_993.88_12.07_988.93,TG 60:2 ,[M+Na]+_[M+NH4]+,QPNVLDQSHXVPMG-JMYPUKFOSA-N,993.8829_988.9282,12.0735,29939,15383,21672,17262,11527,11218,18976,6873,11729,30158,10459,13717,10649,16759,25206,20978,17971,10378,14961,3868,10156,10569,11877,11638,8050,9761,5223,5687,10821,7465,16989,9639,12960,12065,14858,7235,5080,4466,6004,9530,4684,5332,4945,6973,12785,8821,11918,10404,7563,10801,8280,6262,11460,7803,9265,9823,11192,10234,9958,9908,9789,13687,14981,14911,16189,16553,15096,14099
11.98_1007.84_11.97_991.87_11.97_986.91,TG 60:3 ,[M+K]+_[M+Na]+_[M+NH4]+,IJOXAPFYWITIHW-KUBXGBLDSA-N,1007.8432_991.8671_986.9134,11.974,95274,56500,81299,70859,39607,34087,57696,16271,41404,150898,36858,59203,41087,60368,102746,82560,62761,38638,52659,13127,38402,29023,48474,35148,26680,34554,19428,12414,45468,27416,68932,27694,40830,47079,41472,18853,19381,13834,23202,43029,18847,20779,18710,26279,50077,32355,42808,37652,25528,39885,27721,19423,48147,25031,12499,12189,14118,12655,13423,12076,12481,50380,60409,56729,64555,64528,57159,54869
11.82_1005.82_11.83_989.85_11.83_984.90,TG 60:4 ,[M+K]+_[M+Na]+_[M+NH4]+,WECVQMVSEHWZQR-ULZSGHTGSA-N,1005.8179_989.8511_984.8965,11.8283333333333,53463,22629,37878,29720,17949,14201,30378,8958,18061,76056,16138,27261,19161,26258,51089,49601,27719,15774,20221,3915,12062,10746,24678,13619,9901,13727,10751,8022,14780,7275,30725,10739,15957,17170,12418,8058,7670,5286,9196,14507,5461,6159,6564,9501,23532,12274,20402,15996,10072,18255,12950,7786,17666,13440,2339,2345,2773,2558,2468,2395,2228,20828,22355,22620,24132,24223,21480,21375
